구분,title,writer,publisher,year,journal,link,abstracts
10,자연어 처리를 활용한 전세계 전염병 알림 사이트,"곽찬우 ( Chan-woo Gwak ),김예찬 ( Ye-chan Kim ),최진황 ( Jin-hwang Choi )",한국정보처리학회,2020,한국정보처리학회 학술대회논문집,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=c28e34aac1323545b36097776a77e665&keyword=자연어 처리,"본 논문에서는 글로벌화가 진행됨에 따라 전 세계의 재난 경보시스템의 중요성을 인지하고, 현재 유행하고 있는 코로나 바이러스를 중점으로 알림 사이트를 개발하였다. 기존의 정보 제공 사이트들과 차별성을 두고자, 기존의 정보들을 분석하고 재분류하여 새로운 형태의 사이트의 형태를 가진다. 이를 위해 인공지능의 한 분야인 자연어처리를 활용하여 기존의 정보를 수집하고 가공하여, 보다 투명하고, 효율적이고, 가치 있는 정보를 게시한다. 정보의 정확성과 데이터 절감을 위하여 여러 조건을 통해 기존의 정보들을 재분류 작업 이후 WATSON NLU(Natural Language Understanding)를 통해 분석하여, 필요한 정보들을 각 대시보드에 게시한다. 각 대시보드는 NLU분석에서 얻을 수 있는 정보들을 기반으로 구성되어 있으며, 간결성과 가시성을 기반으로 정보를 확인할 수 있는 알림 사이트이다."
11,자연어 처리를 위한 트위터 감정 분석,"이앙 ( Ang Li ),조인휘 ( Inwhee Joe )",한국정보처리학회,2022,한국정보처리학회 학술대회논문집,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=b58d77a3cf0d966ee9810257f7042666&keyword=자연어 처리,"인터넷 시대에 소셜 미디어는 사람들의 삶에 완전히 침투했다. 많은 사용자 기반을 보유한 성숙한 온라인 플랫폼 중 하나인 Twitter를 통해 사용자는 최신 뉴스, 삶의 경험 및 흥미로운 삶의 이야기를 독립적으로 게시할 수 있다. 하지만 때론 부정적인 뉘앙스를 풍기며 기업이나 개인의 브랜드에 영향을 미치며 이익을 훼손하는 경우가 있기 때문에 욕설을 식별해 트위터 발신을 차단할 필요가 있다. 이 기사의 가장 큰 혁신은 Twitter 데이터를 사용하여 다양한 방법을 동시에 비교한다는 것입니다. 더 많은 데이터를 처리할수록 딥 러닝을 시도하면 좋은 결과를 얻을 수 있다. Transformer 분류기를 통합하여 최상의 결과를 얻었다"
12,자연어 처리 기술을 활용한 비대면 한국어 회화 연습 애플리케이션 설계 및 구현,"김수연 ( Soo-yeon Kim ),김지현 ( Ji-hyun Kim ),송나은 ( Na-eun Song ),윤서하 ( Seo-ha Yoon ),홍민영 ( Min-young Hong )",한국정보처리학회,2021,한국정보처리학회 학술대회논문집,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=1e9628a2a6fdd3bcb36097776a77e665&keyword=자연어 처리,"본 논문은 비대면 한국어 회화 시험 연습용 안드로이드 애플리케이션을 제안한다. 한국어 학습에 대한 수요가 증가함에 따라 효과적인 한국어 회화 학습을 위해선 시·공간의 제약이 없는 학습 환경에서 사용자에게 구체적인 평가 지표를 제공할 필요성이 있다. 본 연구는 자연어 처리 기술을 활용하여 사용자의 한국어 회화 능력을 평가하는 알고리즘과 개인의 취약점을 보완할 수 있는 비대면 학습 플랫폼을 제시하였다는데 의의가 있다. 본 논문의 결과를 통해 회화 학습의 비용을 절감하고, 효율적인 언택트 학습 지원이 가능할 것으로 기대한다."
13,검색환경 개선을 위한 자연어 처리 기반 맞춤형 추천 검색시스템,"승현수 ( Hyeon-su Seung ),박지윤 ( Ji-yun Park ),우다현 ( Da-hyun Woo ),오승민 ( Seung-min Oh )",한국정보처리학회,2021,한국정보처리학회 학술대회논문집,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=38092a35d945cb2b6aae8a972f9116fb&keyword=자연어 처리,"일반적인 검색엔진을 가진 포털 환경에서 정보검색 시 사용자가 원치 않는 수많은 검색결과가 동반되기도 하고 자신의 취향에 맞는 글을 검색하지 않았다는 이유만으로 원하는 정보를 놓치는 상황도 일어난다. 이러한 검색환경의 문제를 개선하기 위해 본 논문에서는 사용자들의 검색환경 개선을 위한 맞춤형 검색결과 정렬, 검색어 추천, 게시글 추천의 추천 시스템을 설계하고 제작한다. 이러한 추천 시스템은 워드 임베딩 모델과 추천 시스템 모델을 포함한다. 기존에 존재하던 워드 임베딩 모델의 성능을 실험을 통해 비교 및 분석하고, 크롤링을 통해 모은 데이터로 성능을 24.98%P 개선하였다. 추천 시스템 모델은 RMSE 비교를 통해 최적이 알고리즘을 제안한다. 해당 기술을 통해 사용자 스스로 자신의 검색환경을 개선할 수 있도록 구현하는 것이 이 시스템의 목표이다."
14,자연어처리의 교육적 활용 연구동향 분석,진성희,한국교육정보미디어학회,2022,교육정보미디어연구,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=4c39adf5d641d97b6aae8a972f9116fb&keyword=자연어 처리,"The purpose of this study is to explore the users, purposes, and educational effects of natural language processing (NLP) by analyzing research trends using NLP, a representative AI technology, in education. Text mining techniques and systematic literature review methods were applied to explore research trends. The literature to apply the text mining technique was 44 papers published in KCI journals over the past 10 years (2012-2021), containing similar keywords to “natural language processing,” including the word “education” in the abstract. As a result of topic modeling using text mining techniques, four research topics were classified on the educational use of NLP, followed by intelligent teaching & learning support, exploring the educational use of NLP, Korean language learning support, and descriptive-type evaluation automation. As for the topic trend by period, intelligent teaching & learning support and descriptive-type evaluation automation research were conducted in the 1st (2012-2015) and 2nd (2016-2018) periods, and exploring the educational use of NLP and Korean language learning support emerged as a new topic in the 3rd (2019-2021). Among the papers subject to text mining technique analysis, a systematic literature review was conducted on 25 papers that specifically reported on the analysis criteria with a high probability of topic allocation in topic modeling. The analysis contents were the first author's affiliation, academic field, school level, and research method, focusing on the subject of use, purpose of use, and educational effect of NLP. As a result of the analysis, learners (80%), instructors (28%), and institutions (20%) were the subjects of NLP, and the purpose of use was intelligent learning support (44%), instructional communication (20%), Korean language learning support (16%), descriptive-type evaluation automation (16%), and learning success and failure prediction (4%). In the early period, research was conducted by IT engineers to develop technologies or systems for educational use of NLP, and recently, many studies were conducted by (subject-matter) educators to analyze the effects of developing tools and applying them to actual classes. Accordingly, there were many studies conducted with the development research method (68%), and the educational effects were analyzed in terms of effectiveness (28%), usability (24%), satisfaction (16%), efficiency (4%), and functionality (24%). Based on the research results, implications and future studies were proposed. 인공지능 기술이 발전하면서 교육의 다양한 맥락에서 인공지능 기술을 적용하려는 시도들이 이루어지고 있다. 이 연구에서는 대표적인 인공지능 기술인 자연어처리를 교육에 활용한 연구동향을 분석함으로써 자연어처리 기술의 교육적 활용주체, 활용목적, 교육적 효과 등에 대해 탐색하고자 하였다. 연구동향을 탐색하기 위한 방법으로는 텍스트 마이닝 기법과 체계적 문헌고찰 방법을 적용하였다. 텍스트 마이닝 기법을 적용하기 위한 문헌은 지난 10년간(2012년∼2021년) KCI 등재(후보)지에 게재된 논문에서 키워드 중 자연어처리를 포함한 유사 핵심어를 포함하면서 초록에 “교육”이라는 단어를 포함한 논문 중 한국어를 대상으로 자연어처리 기술을 교육적으로 활용한 논문 44편을 분석 대상으로 하였다. 텍스트 마이닝 기법에 의한 토픽모델링 결과, 자연어처리의 교육적 활용 연구주제는 4개로 분류되었고 지능형 교수학습지원, 자연어처리 기술의 교육적 활용 탐색, 한국어 학습지원, 서술형 평가 자동화 순으로 수행 논문의 비율이 높게 나타났다. 시기별 주제 트렌드와 관련하여 1기(2012년∼2015년)와 2기(2016년∼2018년)에는 지능형 교수학습지원과 서술형 평가 자동화 연구가 이루어졌고 3기(2019년∼2021년)에 자연어처리 기술의 교육적 활용 탐색과 한국어 학습지원 연구가 새로운 주제로 등장하였다. 텍스트 마이닝 기법 분석 대상의 논문 중 토픽모델링에서 토픽할당 확률이 높으면서 분석기준에 대해 구체적으로 보고한 논문 25편을 대상으로 체계적 문헌고찰을 수행하였다. 분석내용은 자연어처리 기술의 활용주체, 활용목적, 교육적 효과를 중심으로 첫 번째 저자 소속, 학문분야, 학교급, 연구방법이었다. 분석결과 자연어처리 기술의 활용주체는 학습자(80%), 교수자(28%), 기관(20%) 순으로 나타났고, 활용목적은 지능형 학습지원(44%), 교수적 대화(20%), 한국어 학습지원(16%), 서술형 평가 자동화(16%), 학습성공 및 실패 예측(4%)으로 나타났다. 시기적으로 초기에는 IT공학자에 의해 자연어처리 기술을 교육적으로 활용하기 위한 기술이나 시스템을 개발하는 연구가 수행되었고 최근에는 (교과)교육학자들에 의해 관련 도구를 개발하고 실제 수업에 적용함으로써 그 효과를 분석하는 연구들이 수행되었다. 대부분의 연구는 개발연구방법(68%)으로 수행되었고 그 효과는 효과성(28%), 사용성(24%), 만족도(16%), 효율성(4%), 기능성(24%)측면에서 분석되었다. 연구결과에 기반하여 시사점과 추후연구에 대해 제안하였다."
15,한국어 연구의 융합적 가치와 과제 언어병리학과 - 자연어처리 분야와의 관계를 중심으로-,이봉원 ( Yi Bong-won ),한국어문학국제학술포럼,2023,Journal of Korean Culture,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=fd98257f0d14a2bf6aae8a972f9116fb&keyword=자연어 처리,"한국어 연구는 20세기 후반부터 다른 분야의 학문과 적극적으로 교류하여 왔으며, 최근 들어 융합적 연구가 일반화되면서 다시 그 중요성이 강조되고 있다. 한국어학은 한국어에 내재한 본질적 구조를 밝히고 구체적인 한국어 사용 양상을 통해 그 특성을 이론화한다. 언어병리학은 인간의 의사소통 특성에 기반해서 한국어 의사소통의 문제를 발견하고 해결 방법을 모색한다. 자연어처리는 한국어를 컴퓨터로 분석하고 새로운 지식을 생성해서 응용하는 여러 방법을 실현하고 있다. 한국어학, 언어병리학, 자연어처리 분야의 융합 연구는 융합 학문의 가치와 방향성을 가장 잘 보여주는 사례 중 하나이다. 딥러닝 중심의 자연어처리 기술의 발전은 자연어처리에 대한 다른 영역의 접근 가능성을 높여 주었다. 그리고 이 과정에 필수적인 언어자료의 구축은 한국어학 분야가 적극적인 역할을 해야 하는 영역이다. Korean language research has actively engaged with other fields since the late 20th century, and its significance has been highlighted once again as convergent research has become prevalent in recent times. Korean linguistics explores the fundamental structure inherent in the Korean language and theorizes its characteristics through specific aspects of its use. Speech-language pathology identifies issues in Korean communication based on human communication traits and seeks solutions. Natural language processing implements various methods for computer analysis of the Korean language and generates and applies new knowledge. Convergence research in the fields of Korean language, speech-language pathology, and natural language processing is a prime example of the value and direction of convergence studies. The advancement of deep learning-based natural language processing technology has increased the accessibility of other domains to natural language processing, and the creation of language corpora crucial for this process is a sphere where the field of Korean linguistics should actively participate."
16,전화금융사기 수사 정보 자동 추출 연구: 자연어처리 딥러닝 모델을 중심으로,김혜진,대한범죄학회,2022,한국범죄학,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=7e0469200615b0a5b36097776a77e665&keyword=자연어 처리,"A telephone scam is a serious crime that not only causes financial damage to an individual but also raises a question about the credibility of financial infrastructure. This study attempts to extract 14 types of case information (i.e., pretended person, pretended institution, amount of financial damage, phone number used in crime, police station in charge of the investigation, case reception date, SNS type, victim’s name, victim’s phone number, victim’s occupation, and victim’s residence, etc) through deep learning method in the context of Natural Language Processing(NLP). Specifically, 12 types of information are pre-extracted using regular expression and customized dictionary method, and the other two types of information are extracted through the KO-BERT deep learning model. As a result of applying the NLP model to victim testimony records(n=100), which is provided by the Seoul Metropolitan Police Agency, the extraction accuracy of an average of 80-90% is confirmed. Although there is still room for improvement in terms of the accuracy of the NLP model, the outcome of this study is expected to facilitate an effective crime prevention policy and  further  promote  rapid  information  sharing  among  criminal  justice  agencies. 전화금융사기(보이스피싱)는 개인의 금전적 손실뿐만 아니라, 금융 인프라 전반에 대한 신뢰를 손상시켜 불필요한 사회적 비용을 낳는 심각한 범죄다. 최근 한국 정보통신기술의 성장과 코로나 19 예방을 위한 비대면 활동 정책이 맞물려 보이스피싱 범죄의 피해 규모와 범위가 급격히 증가하 고 있어, 혁신적인 수사기법을 활용한 효율적인 범죄 예방⋅수사 활동이 그 어느 때 보다 시급한 시점이라 하겠다. 본 연구는 과거 보이스피싱 사건 수사관들이 직접 기록을 읽고 수기로 작성했던 14종의 사건정보(범행 수법, 피해 금액, 범행 시 사용 전화번호, 사칭 기관, 사칭 인물, 특이사항, SNS유형, 사건접수 번호, 사건접수 관서, 피해자 성명, 피해자 전화번호, 피해자 주민번호, 피해자 직업, 피해자 주거지)를 자연어처리 딥러닝 모델 개발을 통해 자동 인식⋅추출하고자 했다. 광학 문자 인식을 포함한 전처리(Pre-processing) 작업 후 자연어처리 기술인 정규표현식(Regular Expression)을 사용해 12종의 사건정보를 선-추출하였으며, 한국해양대학교의 개체명 인식 데이 터(n=23,962)를 활용하여 학습한 딥러닝 모델을 통해 2종의 사건정보(사칭기관, 사칭인물)를 후-추출하였다. 서울경찰청이 제공한 실제 사건 수사자료(n=100)에 완성된 자연어처리 모델을 적용하여 테스트한 결과 평균 85∼90%에 달하는 추출 정확도를 확인할 수 있었다. 본 연구에서 제 안된 자연어처리 딥러닝 모델과 연구방법 모형이 전화금융사기 범죄자의 신속한 검거와 범부처적 대응방안 수립에 폭넓게 활용되기를 기대한다."
17,자연어처리와 기계학습을 이용한 요구사항 분석기술 비교 연구,"조병선,이석원",한국컴퓨터정보학회,2020,韓國컴퓨터情報學會論文誌,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=16d9305d6984a7a56aae8a972f9116fb&keyword=자연어 처리,"In this paper, we propose the methodology based on data-driven approach using Natural Language Processing and Machine Learning for classifying requirements into functional requirements and non-functional requirements. Through the analysis of the results of the requirements classification, we have learned that the trained models derived from requirements classification with data-preprocessing and classification algorithm based on the characteristics and information of existing requirements that used term weights based on TF and IDF outperformed the results that used stemming and stop words to classify the requirements into functional and non-functional requirements. This observation also shows that the term weight calculated without removal of the stemming and stop words influenced the results positively. Furthermore, we investigate an optimized method for the study of classifying software requirements into functional and non-functional requirements. 본 연구의 목적은 다양한 도메인에 대한 소프트웨어 요구사항 명세서로부터 수집된 요구사항을데이터로 활용하여 데이터 중심적 접근법(Data-driven Approach)의 연구를 통해 요구사항을 분류한다. 이 과정에서 기존 요구사항의 특징과 정보를 바탕으로 다양한 자연어처리를 이용한 데이터전처리와 기계학습 모델을 통해 요구사항을 기능적 요구사항과 비기능적 요구사항으로 분류하고각 조합의 결과를 제시한다. 그 결과로, 요구사항을 분류하는 과정에서, 자연어처리를 이용한 데이터 전처리에서는 어간 추출과 불용어제거와 같은 토큰의 개수와 종류를 감소하여 데이터의 희소성을 좀 더 밀집형태로 변형하는 데이터 전처리보다는 단어 빈도수와 역문서 빈도수를 기반으로 단어의 가중치를 계산하는 데이터 전처리가 다른 전처리보다 좋은 결과를 도출할 수 있었다.
이를 통해, 모든 단어를 고려하여 가중치 값은 기계학습에서 긍정적인 요인을 볼 수 있고 오히려문장에서 의미 없는 단어를 제거하는 불용어 제거는 부정적인 요소로 확인할 수 있었다."
18,기계 번역과 자연어처리를 활용한 튜터링 활동 분석,"윤혜경(Hae-Gyung Yoon),김철민(Chulmin Kim),최승배(Seungbae Choi),김태영(Taeyoung Kim)",한국자료분석학회,2023,Journal of the Korean Data Analysis Society,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=cd97a25132a19af54884a65323211ff0&keyword=자연어 처리,"본 연구는 Yoon, Kim, Choi, Kim(2021)의 후속 연구로서 본 연구에서는 이전 연구와 동일한 텍스트를 영문으로 기계 번역한 다음, 통계 모형을 통해 도출한 토픽과 이전 연구의 국문 텍스트로부터 도출된 범주를 비교하였다. 이를 통해 단순히 기계 번역의 질 만을 평가하기 보다는 텍스트에 적용한 자연어처리 모형 및 모형 적합 후 결과 해석 과정에서 인간 연구자의 역할, 인간 번역과 기계 번역의 조화에 관한 문제에 대해서도 함께 살펴보고자 하였다. 분석 대상인 텍스트는 D 대학의 교양교육튜터링 프로그램으로부터 수집되었으며, 토픽 모델링에 자주 사용되는 잠재디리클레할당 모형에 대한 이론적인 서술과 R ‘topicmodels’ 라이브러리 사용에 관한 설명을 부가하였다. 분석 결과 이전 연구와 다소 상이한 토픽이 도출되었고 이에 대한 연구진의 해석을 제시하였다. 자연어처리의 폭발적인 성장 추세와 자연어처리의 한 갈래로서 기계 번역은 거스를 수 없는 흐름임을 인정하면서도, 인간 번역자의 개입 여지를 함께 논의하였다. 본 연구는 교양교육연구에 있어 자연어 처리를 활용한 데이터 분석 기법과 기계번역 논의를 결합시킴으로써 교양교육연구에 새로운 접근법을 제시하고 있다. This is a follow-up study by Yoon, Kim, Choi, and Kim (2021). In the current study, the same text as the previous study was machine-translated into English, and then the topics derived through a statistical model, which were compared with the categories derived from the Korean text of the previous study. By doing this, rather than simply evaluating the quality of machine translation, the present study examined 1) the natural language processing model applied to text, 2) the role of human researchers in the process of interpreting the results after fitting the model, and 3) the harmony between human and machine translation, The texts to be analyzed were collected from the liberal arts education tutoring program of D university. A theoretical description of the Latent Dirichlet Allocation model, which is often used for topic modeling, and an explanation of the use of the R library ‘topicmodels’ were added. The analyses revealed a somewhat different pattern of topics from the previous study, and the authors’ interpretation was presented. Finally, while acknowledging the explosive growth of natural language processing and machine translation as a branch of it that cannot be reversed, the room for human translators to complement machine translation was suggested. This study presents a new approach to liberal arts education research by combining data analysis techniques using natural language processing and machine translation discussions."
19,국내외 특허데이터 분석을 통한 자연어처리의 의미분석 관련 기술동향 분석에 대한 연구,"현영근,한정현,채우리,이기현,이주연",한국디지털정책학회,2020,디지털융복합연구,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=bde2a8a1980674f4e9810257f7042666&keyword=자연어 처리,"NLP means the technology that mechanically analyzes a language spoken by a human and makes it into a form that can be understood by a computer. This is important because it is a core technology for communication between humans and devices, which is the basis of artificial intelligence. In this paper, I analyzed patent information of US and Korea in order to identify technical trends related to NLP, especially semantic analysis. and the purpose of this study is to provide meaningful information for future research on NLP. In conclusion, the number of Korea patents is 7.9% compared to the USA and the different frequencies of the major keywords were found to differ from country to country in technical direction. In addition, the upward or downward keywords are twice as many in the U.S. as in Korea, and reflect the trend of the times relatively more. Based on these results, in future study, I will analysis how upward trending keywords are described in actual patents for concrete technology prediction. 자연어처리 기술은 사람이 말하는 언어를 기계적으로 분석해 컴퓨터가 이해할 수 있는 형태로 만드는 것을 의미한다. 이것이 중요한 이유는 인공지능의 기본인 인간과 디바이스 간 커뮤니케이션을 위한 핵심기술이기 때문이다. 본 논문에서는 자연어처리, 특히 의미분석과 관련된 기술동향을 확인하기 위해 미국과 한국의 특허정보에 대해 분석하였으며, 본 연구를 통해 향후 자연어처리 관련 연구에 의미있는 정보제공을 그 목적으로 한다. 결론적으로, 국내 특허 수는 미국 대비  7.9% 수준이며, 주요 Keyword의 상이한 빈도는 기술적 방향성에 국가별로 차이가 있음을 확인하였다. 또한 상향 또는 하향 성향의 Keyword가 한국 대비 미국이 2배로 나타나 시대적 흐름을 상대적으로 더 반영한 것으로 분석되었다. 향후 연구에서는 실질적인 기술예측을 위해 상향 성향의 Keyword가 특허에서 어떻게 기술되고 있는지 구체적으로 분석하고자 한다."
20,자연어처리 기계학습 기법을 이용한 공시문서의 자동분류: Confidential treatment를 가진 8-K 문서를 중심으로,"이경란,강창묵",한국전자거래학회,2023,한국전자거래학회지,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=6c6098a6d9cf2faa47de9c1710b0298d&keyword=자연어 처리,"Mandatory SEC filings provide crucial information to investors and other stakeholders, offering detailed financial statements and insights into a company's financial condition and material events. These filings also serve as valuable research data for firms and industries. This study investigates the application of machine learning techniques, specifically natural language processing, to automate the classification of disclosure documents. The primary focus is on developing a model for effectively filtering Form 8-Ks that request Confidential treatment (CT), enabling firms to redact proprietary information from mandatory filing forms. The paper compares the performance of a decision tree-based model (XGBoost) with two artificial neural network-based models, EmbedMixed and BERT. The results indicate that the XGBoost model outperforms the others, achieving a balanced trade-off between recall and precision of approximately 80-90%. The proposed model significantly enhances the efficiency of classifying CTs and holds potential for application to other types of SEC filing documents. 기업에 대한 방대한 정보를 제공하는 공시자료는 기업간 거래 및 투자 결정에 있어 필수적인 정보 원천이며 기업 및 산업에 대한 중요 연구자료이다. 본 논문에서는 기계학습에 기반한 자연어처리 기법을 활용하여 공시자료의 분류를 자동화하는 방법에 대해 다룬다. 특히 비밀처리(confidential treatment, CT)를 가지는 미국 수시공시 회계문서 8-K 양식의 자동판별을 위한 자연어처리(natural language processing, NLP) 기계학습 모델을 제안한다. CT란 경쟁우위의 저하를 유발할 수 있는 배타적 정보를 공시자료에서 비공개 하도록 허용하는 제도를 말한다. 문서의 분류를 위해 의사결정나무 기반의 XGBoost 모형과 인공신경망 기반의 EmbedMixed, BERT 모형을 비교하였다. 그 결과 가장 우수한 성능을 보인 모형은 XGBoost 모형으로 재현율과 정밀도가 80%~90% 사이에서 서로 상쇄하는 수준을 보였다. 본 모델을 통해 비밀처리 문서 탐색의 효율성을 크게 높일 수 있으며 다른 유형의 공시문서 분류에도 유사한 접근법을 적용해 볼 수 있을 것으로 기대한다."
21,자연어처리 기반 법적 판결 논증 분석을 활용한 수사결과 검증방안 연구,"구예리,문성준,박노섭",한국경찰법학회,2023,경찰법연구,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=c9b23486a92bd362b7998d826d417196&keyword=자연어 처리,"The recent amendments to the Korean Criminal Procedure Act have brought significant changes to the investigative environment of the police.
By granting the authority to conclude investigations to the police, the process of reviewing cases by police investigators has become unprecedentedly crucial. Furthermore, the growing trend of direct investigation of evidence in courts demands logically complete arguments in the courtroom. Consequently, comprehensive and well-structured reasoning for both investigation and verification of cases is anticipated to become a vital competency for the police. While efforts are being made to ensure objectivity in investigative outcomes, the constraints of the investigative environment make it difficult for investigators to allocate sufficient time and resources to analytical investigations.
However, despite these limitations, it is imperative to establish a process of verifying investigative results based on evidentiary analysis and logical reasoning, considering the constraints faced by law enforcement agencies.
In light of this perspective, this study aims to propose a systematic approach to investigative verification by utilizing primary trial judgments, which share a similar structure with criminal investigative reports. By applying artificial intelligence-based natural language processing techniques, this research postulates that even with limited personnel resources, prompt and efficient analysis of cases can be achieved, leading to improved completeness of investigations.
To explore this, the study conducted experiments on automatically extracting argument structures from trial judgments used as data. Based on the results of these experiments, the research endeavors to design a scientific argument structure for crime investigation verification, ensuring the legitimacy and objectivity of investigations through analyzing legal reasoning structure present in trial judgments. The findings of this study are expected to provide a foundation for advancing research in the field of natural language processing in the domain of crime investigations. 최근 개정된 형사소송법 및 검찰청법으로 인해 경찰의 수사환경은 크게 변화하고 있다. 경찰에게 부여된 수사종결권으로 인해 수사관의 사건 검토 과정이 매우 중요해졌으며, 공판중심주의 강화 추세로 인해 법정에서의 논리적 사실 주장이 더욱 요구되고있어 완성도 높은 논증을 통한 수사검증은 경찰에게 중요한 역량이 될 것으로 예상된다.
이에 수사 결과에 대한 객관성을 확보하기 위한 다양한 노력이 이뤄지고 있지만, 수사 환경의 제약으로 인해 수사관은 분석 수사에 충분한 시간과 여유를 확보하기 어려운 현실이다. 그러나 이러한 제약요인에도 불구하고 수사경찰이 수집된 증거에서 도출한 결론에 대한 논증 분석에 기반한 수사결과 검증은 반드시 필요한 수사과정으로 자리잡을 필요가 있다.
이러한 관점에서 본 연구는 수사결과보고서와 유사한 구조로 사실관계에 대한 판단이 이루어지는 제1심 형사판결문을 데이터로 활용하여, 합리적이고 과학적인 논리규칙에 기반한 논증 기반의 수사 검증 시스템을 구축하는 방안을 제시하고자 하였다. 본연구에서는 수사검증 과정에 인공지능 기반의 자연어처리 기술을 적용한다면 적은 인적 자원에도 불구하고 신속하고 용이한 사건 분석이 가능해질 것이며 수사의 완결성이자연스럽게 향상될 것이라는 가정하에, 판결문을 데이터로 사용하여 논증구조를 자동추출하는 실험을 진행하였다.
이 실험을 바탕으로 본 연구는 합리적인 논증에 기반하여 수사의 정당성 및 객관성을 확보할 수 있는 수사절차를 마련할 수 있도록 판결문상의 법적 논증구조에 대한 분석을 통해 범죄 수사 검증을 위한 과학적인 논증 구조를 고안하고자 시도하였다. 본연구의 결과는 향후 범죄 수사 분야의 자연어처리 연구를 발전시키기 위한 기반을 마련하는 데 기여할 수 있을 것이다."
